"requirement_id","category","status","requirement_ar","implementation_trace","test_or_verification","acceptance_or_gap"
"FR-PRJ-013","Functional","Implemented","يجب أن يحسب تقدم المشروع وصحته ومرحلته التالية من خدمة موحدة.","`ProjectMetrics.php`","`ProjectMetricsTest.php`, `ProjectMetricsIntegrationTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-014","Functional","Implemented","يجب أن يسمح بأرشفة مشروع قابل للإدارة وإخفائه من القوائم النشطة دون حذف موارده.","`ProjectController@archive`, `ProjectPolicy.php`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-015","Functional","Implemented","يجب أن يسمح باستعادة المشروع وفق سياسة Admin أو المدير ذي العضوية النشطة المناسبة.","`ProjectPolicy@restore`, `ProjectController@restore`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-016","Functional","Implemented","يجب أن يولد النظام ملخص مشروع PDF مصرحاً يتضمن المشروع وقياساته والمهام والمتطلبات الحالية.","`ProjectSummaryPdfController.php`, `PdfExportService.php`","`PdfExportAuthorizationTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-REQ-001","Functional","Implemented","يجب أن يعرض النظام متطلبات المشروع المصرح به مع الحالة والمالك وترقيم 1–100 حسب الطلب.","`RequirementController@index`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-002","Functional","Implemented","يجب أن يسمح لمدير المشروع بإنشاء متطلب عنوانه إلزامي وله وصف ومعايير قبول وأولوية وحالة ومالك اختياري.","`SaveRequirementRequest.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-003","Functional","Implemented","يجب أن ينشئ النظام كوداً تلقائياً `REQ-#####` إذا لم يقدم المستخدم كوداً.","`RequirementService.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-004","Functional","Implemented","يجب أن يكون كود المتطلب فريداً داخل المشروع.","migration `000200`, `SaveRequirementRequest.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-005","Functional","Implemented","يجب أن يكون مالك المتطلب مستخدماً نشطاً وعضواً نشطاً في المشروع.","`SaveRequirementRequest.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-006","Functional","Implemented","يجب أن يمنع النظام تعارض تعديلات المتطلب باستخدام `lock_version`.","`RequirementService.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-007","Functional","Implemented","يجب أن يدعم أرشفة المتطلب واستعادته، ولا يسمح باستعادته قبل استعادة المشروع.","`RequirementService.php`","`GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-008","Functional","Implemented","يجب أن يدعم ربط المتطلب بعدة مهام وربط المهمة بعدة متطلبات من المشروع نفسه.","`requirement_task`, `SaveTaskRequest.php`","`TaskWorkflowTest.php`, `GovernanceResourcesTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-009","Functional","Implemented","يجب أن ينشئ النظام كراسة متطلبات واحدة منطقياً لكل مشروع عند رفع أول إصدار.","`RequirementBookService.php`","`ProjectDocumentWorkflowTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-010","Functional","Implemented","يجب أن يسمح برفع إصدارات كراسة بعناوين وأرقام وحالات `draft/under_review/approved/superseded` وملف إلزامي.","طلبات `RequirementBookVersion`","`ProjectDocumentWorkflowTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-011","Functional","Implemented","يجب أن يحافظ النظام على إصدار حالي واحد غير مؤرشف، وأن ينقل الحالية ذريعاً عند التعيين أو الأرشفة.","`RequirementBookService.php`","`ProjectDocumentWorkflowTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-REQ-012","Functional","Implemented","يجب أن يسمح بتحديث metadata الإصدار وتعيينه حالياً وأرشفته واستعادته مع `lock_version` والحفاظ على ملفه.","`RequirementBookController.php`, `RequirementBookService.php`","`ProjectDocumentWorkflowTest.php`","AC-REQ-001…003; AC-BOOK-001…002"
"FR-SET-001","Functional","Implemented","يجب أن يحصر النظام قراءة وتحديث وإعادة ضبط إعدادات النظام في Admin.","`SystemSettingPolicy.php`, `SystemSettingsController.php`","`SystemSettingsTest.php`","AC-SET-001…003"
"FR-SET-002","Functional","Implemented","يجب أن يدعم مجموعات general/company/notifications/automatic_backup/calendar بقيم افتراضية صريحة.","`SystemSettingsService.php`","`SystemSettingsTest.php`","AC-SET-001…003"
"FR-SET-003","Functional","Implemented","يجب أن يحدث النظام المفاتيح المعروفة فقط داخل معاملة ويسجل كل تغيير أو reset.","`SystemSettingsService.php`","`SystemSettingsTest.php`","AC-SET-001…003"
"FR-SET-004","Functional","Implemented","يجب أن يدعم ملف الشركة الاسم والعنوان والاتصال والموقع والأرقام النظامية وشعار CloudTech وinvoice prefix والحشو.","`UpdateSystemSettingsRequest.php`","`SystemSettingsTest.php`, `SalesDocumentWorkflowTest.php`","AC-SET-001…003"
"FR-SET-005","Functional","Implemented","يجب أن يدعم إعداد التنبيهات وتمكين الفئات وlead hours، وإعداد النسخ وتكراره ووقته والاحتفاظ.","`UpdateSystemSettingsRequest.php`","`SystemSettingsTest.php`, `AutomaticBackupCommandTest.php`","AC-SET-001…003"
"FR-SET-006","Functional","Implemented","يجب أن يسمح Admin بعرض وتحديث حالات المشروع والمهمة والمتطلب فقط.","`WorkflowStatusController.php`, `WorkflowStatusPolicy.php`","`WorkflowStatusSettingsTest.php`","AC-SET-001…003"
"FR-SET-007","Functional","Implemented","يجب أن يطلب تحديث الحالات المجموعة الكاملة، ويحافظ على `code`، ويسمح بتعديل label/semantic/color/position/is_active.","`UpdateWorkflowStatusesRequest.php`, `WorkflowStatusService.php`","`WorkflowStatusSettingsTest.php`","AC-SET-001…003"
"FR-SET-008","Functional","Implemented","يجب أن يمنع تعطيل حالة مستخدمة أو ترك نوع workflow دون حالة `open` نشطة، ولا يوفر حذفاً للحالات.","`WorkflowStatusService.php`, `routes/workflow-statuses.php`","`WorkflowStatusSettingsTest.php`","AC-SET-001…003"
"FR-SET-009","Functional","Partial","يجب أن تطبق قيم `calendar.week_start` و`weekend_days` المحفوظة على العرض الأسبوعي؛ التخزين والنموذج منفذان، لكن البناء الحالي ثابت على الأحد والجمعة/السبت.","`SystemSettingsService.php` مقابل `WeeklyScheduleBuilder.php`","`SystemSettingsTest.php`, فجوة GAP-007","AC-SET-001…003; GAP-007"
"FR-SET-010","Functional","Partial","يجب أن يكون إعداد `general.timezone` مصدر وقت العمل الموحد؛ يستخدمه النسخ التلقائي، بينما تعتمد المهام والجدول على `BUSINESS_TIMEZONE` من config.","`AutomaticBackup.php` مقابل طلبات المجال و`WeeklyScheduleBuilder.php`","فجوة GAP-008","AC-SET-001…003; GAP-008"
"FR-SRCH-001","Functional","Implemented","يجب أن يعيد البحث قائمة فارغة لعبارة أقصر من حرفين، وأن يقيد العبارة إلى 80 حرفاً.","`GlobalSearchController.php`","`GlobalSearchTest.php`","AC-SRCH-001…002"
"FR-SRCH-002","Functional","Implemented","يجب أن يبحث في المشاريع والمهام والمتطلبات والعملاء والفريق وقوالب الفواتير والوثائق.","`GlobalSearchController.php`","`GlobalSearchTest.php`, `smoke.mjs`","AC-SRCH-001…002"
"FR-SRCH-003","Functional","Implemented","يجب أن يقيد كل فئة بنطاق رؤية المستخدم، وبحد أقصى 5 نتائج لكل فئة.","`GlobalSearchController.php`","`GlobalSearchTest.php`","AC-SRCH-001…002"
"FR-SRCH-004","Functional","Implemented","يجب أن يعامل `%` و`_` كنص عند البحث ولا يسمح باستعمال LIKE wildcard لتعداد السجلات.","`GlobalSearchController.php`","`GlobalSearchTest.php`","AC-SRCH-001…002"
"FR-SRCH-005","Functional","Implemented","يجب أن تتضمن النتيجة نوعاً وعنواناً وسياقاً ورابطاً مصرحاً لا يكشف مورداً غير متاح.","`GlobalSearchController.php`","`GlobalSearchTest.php`","AC-SRCH-001…002"
"FR-TSK-001","Functional","Implemented","يجب أن تعرض قائمة المهام السجلات النشطة أو المؤرشفة المرئية فقط ضمن مشاريع المستخدم.","`TaskController@index`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-002","Functional","Implemented","يجب أن تدعم القائمة البحث وفلاتر المشروع والمسؤول بما فيه غير المعيّن والحالة والمتأخر والقريب.","`TaskController@index`","`TaskWorkflowTest.php`, `DashboardDrilldownTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-003","Functional","Implemented","يجب أن تدعم القائمة الفرز حسب النهاية والبداية والعنوان والأولوية والإنشاء ووقت الإسناد، وترقيم 30 سجلاً.","`TaskController@index`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-004","Functional","Implemented","يجب أن توفر واجهة العمل عرض قائمة وعرض Kanban من مصدر المهام نفسه.","`tasks/index.tsx`","`ui-task-regressions.mjs`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-005","Functional","Implemented","يجب أن يسمح النظام بإنشاء مهمة داخل مشروع نشط لمن يملك `create` عليه.","`TaskPolicy.php`, `SaveTaskRequest.php`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-006","Functional","Implemented","يجب أن يكون للمهمة عنوان وحالة وأولوية وبداية ونهاية إلزاميتان، وأن تكون النهاية مساوية للبداية أو بعدها.","`SaveTaskRequest.php`, migration `000200`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-007","Functional","Implemented","يجب أن ينشئ النظام كود المهمة تلقائياً بصيغة `TSK-#####`.","`TaskService@create`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-008","Functional","Implemented","يجب أن يكون المسؤول اختيارياً، وإذا غاب يجب أن يكون `assigned_at` فارغاً.","`SaveTaskRequest.php`, `TaskService.php`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-009","Functional","Implemented","يجب أن يكون المسؤول مستخدماً نشطاً ومديراً للمشروع أو عضواً نشطاً بدور manager/member.","`SaveTaskRequest.php`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-010","Functional","Implemented","يجب أن يملأ النظام وقت الإسناد تلقائياً عند وجود مسؤول وعدم تقديم وقت، دون تغيير وقت بداية المهمة.","`TaskService::normalizeAssignment`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-011","Functional","Implemented","يجب أن يسجل النظام حدث إسناد عند الإنشاء أو تغير المسؤول، متضمناً from/to والمسجل والوقتين والملاحظة الاختيارية.","`TaskService.php`, `task_assignment_events`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-012","Functional","Implemented","يجب أن يدعم تعديل الوصف والحالة والأولوية والمسؤول والجدولة والتقدير والملاحظات والمتطلبات المرتبطة.","`SaveTaskRequest.php`, `TaskService@update`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-013","Functional","Implemented","يجب ألا يسمح بنقل مهمة موجودة إلى مشروع آخر.","`SaveTaskRequest@after`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-014","Functional","Implemented","يجب أن يمنع تعديلين متزامنين للمهمة من الكتابة الصامتة باستخدام `lock_version`.","`TaskService.php`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-015","Functional","Implemented","يجب أن يضبط `completed_at` عند الانتقال إلى حالة دلالتها `done` ويمسحه عند الخروج منها.","`TaskService.php`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-016","Functional","Implemented","يجب أن يسمح للمسؤول عن المهمة بتغيير حالتها فقط حتى إن لم يكن مديراً للمشروع.","`TaskPolicy@updateStatus`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-017","Functional","Implemented","يجب أن يدعم أرشفة المهمة واستعادتها مع `lock_version`، ولا يغير أرشيف مهمة داخل مشروع مؤرشف.","`TaskService::setArchivedState`","`TaskWorkflowTest.php`","AC-TSK-001…004; AC-SCH-001…003"
"FR-TSK-018","Functional","Implemented","يجب أن تحذر واجهة محرر المهمة قبل تجاهل مسودة معدلة وأن تعيد التركيز بعد إغلاق الحوار.","`tasks/index.tsx`","`ui-task-regressions.mjs`, `unsaved-dialogs-smoke.mjs`","AC-TSK-001…004; AC-SCH-001…003"
"FR-USR-001","Functional","Implemented","يجب أن يعرض النظام دليل الفريق للمستخدم النشط، مقيداً بأعضاء المشاريع المشتركة لغير Admin.","`TeamController@index`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-002","Functional","Implemented","يجب أن يعرض لكل عضو بياناته الأساسية وعدد المشاريع النشطة والمهام المفتوحة ضمن نطاق المشاهد.","`TeamController@index`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-003","Functional","Implemented","يجب أن يسمح لـAdmin فقط بإنشاء عضو باسم وبريد ودور وحالة وكلمة مرور مؤكدة.","`UserPolicy.php`, `StoreTeamMemberRequest.php`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-004","Functional","Implemented","يجب أن يحصر الأدوار العامة في `admin`, `project_manager`, `member`, `viewer`.","`StoreTeamMemberRequest.php`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-005","Functional","Implemented","يجب أن يسمح لـAdmin فقط بتعديل عضو غير مؤرشف.","`UserPolicy.php`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-006","Functional","Implemented","يجب ألا يسمح لـAdmin بأرشفة حسابه بنفسه.","`UserPolicy.php`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-007","Functional","Implemented","يجب أن تؤرشف العضوية بجعل الحالة `inactive` وتسجيل `archived_at` مع الحفاظ على الارتباطات.","`TeamController@archive`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-008","Functional","Implemented","يجب أن يستعيد Admin العضو المؤرشف إلى حالة نشطة.","`TeamController@restore`","`TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-009","Functional","Implemented","يجب أن يكون لكل عضوية مشروع دور من `manager`, `member`, `viewer` وحالة عضوية.","migration `000200`, `ProjectController.php`","`ProjectWorkflowTest.php`, `TeamWorkflowTest.php`","AC-DIR-001…002; AC-VIEW-001"
"FR-USR-010","Functional","Implemented","يجب أن ترفض كل Policy مستخدماً غير نشط أو مؤرشف قبل تقييم صلاحية المورد.","`app/Policies/*`","`DisabledAccountTest.php`, اختبارات authorization","AC-DIR-001…002; AC-VIEW-001"
"NFR-ACC-001","Non-functional","Implemented","يجب أن تكون كل الإجراءات الحرجة قابلة للوصول بالكيبورد مع focus مرئي وترتيب منطقي.","components/browser a11y smoke","components/browser a11y smoke","AC-NFR-001…002"
"NFR-ACC-002","Non-functional","Implemented","يجب أن يكون رابط التخطي أول هدف Tab وينقل التركيز إلى `main-content`.","`accessibility-responsive-smoke.mjs`","`accessibility-responsive-smoke.mjs`","AC-NFR-001…002"
"NFR-ACC-003","Non-functional","Implemented","يجب أن تحمل الحوارات والجداول وعناصر الأيقونات أسماء وصولية صحيحة، وألا تشير ARIA إلى عناصر مغلقة.","browser tests + UI components","browser tests + UI components","AC-NFR-001…002"
"NFR-ACC-004","Non-functional","Implemented","يجب أن تحبس الحوارات focus وتغلق بـEscape وفق قرار المسودة وتعيد التركيز للمستدعي.","Radix dialogs + browser tests","Radix dialogs + browser tests","AC-NFR-001…002"
"NFR-ACC-005","Non-functional","Implemented","يجب أن تدعم الواجهة `prefers-reduced-motion` وألا تعتمد الدلالة على اللون وحده.","CSS/UI + automated review","CSS/UI + automated review","AC-NFR-001…002"
"NFR-ACC-006","Non-functional","Partial","يجب ألا تفقد الواجهة المحتوى عند 200% zoom؛ توجد محاكاة عروض 720/512، لكن الاختبار اليدوي الفعلي مطلوب.","a11y smoke + GAP-005","a11y smoke + GAP-005","AC-NFR-001…002; GAP-005"
"NFR-ACC-007","Non-functional","Planned","يجب إجراء اختبار قارئ شاشة فعلي بالعربية RTL والإنجليزية LTR، واختبار Bidi ورسائل الأخطاء، وإغلاق العوائق الحرجة قبل ادعاء WCAG 2.2 AA.","GAP-005","GAP-005","AC-NFR-001…002; GAP-005"
"NFR-ACC-008","Non-functional","Implemented","يجب ألا يظهر overflow أفقي غير مقصود في الصفحات الأساسية عند 1440/1024/768/720/512؛ يستثنى scroller الأسبوع.","`accessibility-responsive-smoke.mjs`","`accessibility-responsive-smoke.mjs`","AC-NFR-001…002"
"NFR-I18N-001","Non-functional","Implemented","يجب أن تكون العربية لغة الواجهة الافتراضية باتجاه RTL، وأن تتوفر الإنجليزية باتجاه LTR، مع تنسيق الأرقام والتواريخ وفق اللغة الفعالة في الأسطح المربوطة.","`LocaleRuntime`, `formatters.ts`, React layouts","`locale-smoke.mjs`, `i18n-catalog-check.mjs`","AC-NFR-001…002"
"NFR-I18N-002","Non-functional","Implemented","يجب أن تبقى القيم التقنية كالرمز والبريد والهاتف والتاريخ مقروءة داخل سياقي RTL وLTR.","UI/PDF visual tests","UI/PDF visual tests","AC-NFR-001…002"
"NFR-I18N-003","Non-functional","Implemented","يجب أن تطبع PDF باستخدام UTF-8 واتجاه RTL وخط يدعم العربية.","`PdfExportService.php`","`PdfExportService.php`","AC-NFR-001…002"
"NFR-I18N-004","Non-functional","Partial","يجب أن تستخدم كل حسابات العرض إعداد timezone موحداً؛ توجد حالياً ازدواجية بين setting وconfig.","FR-SET-010/GAP-008","FR-SET-010/GAP-008","AC-NFR-001…002; GAP-008"
"NFR-I18N-005","Non-functional","Implemented","يجب أن يتيح النظام للزائر والمستخدم التبديل بين `ar` و`en`، وأن يحفظ الاختيار سنة في Cookie مشفرة، ويرفض اللغات غير المدعومة، ويشارك اللغة والاتجاه مع Inertia ويعيد `Content-Language`.","`SetLocale.php`, `LocalePreferenceController.php`, `LocaleRuntime`, `LanguageSwitcher`","`LocalePreferenceTest.php`, `locale-smoke.mjs`","AC-NFR-001…002"
"NFR-MNT-001","Non-functional","Implemented","يجب أن تبقى قواعد المجال في Requests/Policies/Services لا في واجهة React وحدها.","بنية `app/` واختبارات المجال","بنية `app/` واختبارات المجال","AC-NFR-006"
"NFR-MNT-002","Non-functional","Implemented","يجب أن تكون المقاييس والحسابات الحرجة في خدمات مشتركة ذات اختبارات وحدة.","`ProjectMetrics`, `SalesCalculator`, `WeeklyScheduleBuilder`","`ProjectMetrics`, `SalesCalculator`, `WeeklyScheduleBuilder`","AC-NFR-006"
"NFR-MNT-003","Non-functional","Implemented","يجب أن تمر تغييرات قاعدة البيانات عبر migrations قابلة للتطبيق من قاعدة فارغة.","`database/migrations`","`database/migrations`","AC-NFR-006"
"NFR-MNT-004","Non-functional","Partial","يجب أن تتطابق وثائق الجاهزية مع آخر migration ونتيجة بوابة؛ ملف الجاهزية الحالي يسبق migration `000440`.","GAP-011","GAP-011","AC-NFR-006; GAP-011"
"NFR-MNT-005","Non-functional","Implemented","يجب أن تحافظ كل متطلبات هذه الكراسة على معرّف ثابت وحالة ودليل تنفيذ/اختبار.","هذه الوثيقة، قسم 8","هذه الوثيقة، قسم 8","AC-NFR-006"
"NFR-OPS-001","Non-functional","Implemented","يجب أن يوفر النظام health endpoint `/up` وأوامر إعداد idempotent للمفتاح وAdmin.","`bootstrap/app.php`, console commands","`bootstrap/app.php`, console commands","AC-NFR-004…006"
"NFR-OPS-002","Non-functional","Implemented","يجب أن يدرج scheduler أوامر النسخ والتنبيهات كل دقيقة وتنظيف اليتيم يومياً.","`routes/console.php`","`routes/console.php`","AC-NFR-004…006"
"NFR-OPS-003","Non-functional","Implemented","يجب أن توفر البوابة أوامر Composer/Pint/PHPStan/PHPUnit وESLint/Prettier/TypeScript/Vite وbrowser checks.","`composer.json`, `package.json`","`composer.json`, `package.json`","AC-NFR-004…006"
"NFR-OPS-004","Non-functional","Planned","يجب تثبيت commit SHA وإعادة كل بوابات الجودة والمigrations والرحلات عليه قبل Go.","GAP-001/GAP-011","GAP-001/GAP-011","AC-NFR-004…006; GAP-001; GAP-011"
"NFR-OPS-005","Non-functional","Planned","يجب مراقبة نجاح scheduler والنسخ والماسح والأقراص والسجلات، وتدوير السجلات والتنبيه على الفشل.","GAP-004","GAP-004","AC-NFR-004…006; GAP-004"
"NFR-OPS-006","Non-functional","Planned","يجب نشر الأسرار في secret manager وعدم حفظها في Git أو بجانب النسخ.","GAP-003/GAP-004","GAP-003/GAP-004","AC-NFR-004…006; GAP-003; GAP-004"
"NFR-PERF-001","Non-functional","Implemented","يجب أن تستخدم القوائم pagination وحدوداً معلنة، وأن تتجنب N+1 في مؤشرات المشروع.","Controllers/`ProjectMetrics`; `PerformanceVolumeTest.php`","Controllers/`ProjectMetrics`; `PerformanceVolumeTest.php`","AC-NFR-003"
"NFR-PERF-002","Non-functional","Implemented","يجب أن يحد الجدول الأسبوعي العناصر المحملة لكل نوع/مشروع إلى 50 والـlanes المرئية إلى 3.","`WeeklyScheduleBuilder.php`","`WeeklyScheduleBuilder.php`","AC-NFR-003"
"NFR-PERF-003","Non-functional","Implemented","يجب أن يحد البحث إلى 5 نتائج لكل فئة وعبارة 80 حرفاً.","`GlobalSearchController.php`","`GlobalSearchController.php`","AC-NFR-003"
"NFR-PERF-004","Non-functional","Planned","يجب أن تحقق العمليات المعتادة `p75 INP ≤ 200ms` على بيئة وبيانات ممثلة؛ لم يثبت القياس بعد.","GAP-006","GAP-006","AC-NFR-003; GAP-006"
"NFR-PERF-005","Non-functional","Planned","يجب أن يحقق البحث `p95 ≤ 500ms` بالحجم المستهدف؛ لم يثبت القياس بعد.","GAP-006","GAP-006","AC-NFR-003; GAP-006"
"NFR-PERF-006","Non-functional","Partial","يجب أن تظل عمليات 1k/10k قابلة للاستخدام؛ توجد اختبارات حجم وقواعد pagination، لكن قياس جهاز/بيئة إنتاج ممثلة مطلوب.","`PerformanceVolumeTest.php`, GAP-006","`PerformanceVolumeTest.php`, GAP-006","AC-NFR-003; GAP-006"
"NFR-PERF-007","Non-functional","Implemented","يجب أن ترفض الاستيرادات/الحزم التي تتجاوز حدود bytes/rows/ZIP entries/expanded size بدلاً من استنزاف الموارد.","data/backup services","data/backup services","AC-NFR-003"
"NFR-PERF-008","Non-functional","Partial","يجب نقل عمليات أكبر مادياً من الحدود الحالية إلى queue؛ المسارات الحالية متزامنة ولا توجد queue workflow كبيرة مكتملة.","GAP-009","GAP-009","AC-NFR-003; GAP-009"
"NFR-PRV-001","Non-functional","Implemented","يجب ألا تعرض الاستجابات كلمات المرور أو أسرار 2FA أو Remember Tokens أو مفاتيح تخزين الملفات.","Models hidden + tests","Models hidden + tests","AC-NFR-004"
"NFR-PRV-002","Non-functional","Implemented","يجب أن يقيد البحث واللوحة والتصدير والتنبيهات والملفات بنطاق المستخدم دون تسريب counts أو metadata.","Scopes/controllers/tests","Scopes/controllers/tests","AC-NFR-004"
"NFR-PRV-003","Non-functional","Implemented","يجب أن ينقح سجل النشاط الأسرار وألا يسجل credential أو bytes الملف.","Activity/Security subscribers","Activity/Security subscribers","AC-NFR-004"
"NFR-PRV-004","Non-functional","Implemented","يجب أن تستخدم تنزيلات PDF/backup cache خاصاً أو no-store ولا تعتمد URL عاماً ثابتاً.","PDF/backup controllers","PDF/backup controllers","AC-NFR-004"
"NFR-PRV-005","Non-functional","Planned","يجب أن يعتمد الـpilot بيانات منقحة وموافقة أصحابها وأقل قدر لازم من البيانات الشخصية.","GAP-006","GAP-006","AC-NFR-004; GAP-006"
"NFR-REL-001","Non-functional","Implemented","يجب أن تنفذ عمليات المجال المركبة داخل معاملات بحيث تتراجع البيانات وسجل النشاط معاً.","Services + feature tests","Services + feature tests","AC-NFR-005…006"
"NFR-REL-002","Non-functional","Implemented","يجب أن تستخدم السجلات الحساسة `lock_version` لمنع lost update وتعرض رسالة قابلة للفهم.","`OptimisticLock.php` + tests","`OptimisticLock.php` + tests","AC-NFR-005…006"
"NFR-REL-003","Non-functional","Implemented","يجب أن تمنع الاستعادة الكتابات المتزامنة بسياج مشترك/حصري ووضع صيانة.","Restore fence tests","Restore fence tests","AC-NFR-005…006"
"NFR-REL-004","Non-functional","Implemented","يجب أن تستعيد عملية النسخ الفاشلة blobs/SQLite/WAL/SHM القديمة أو ترفع خطأ حرجاً يحافظ على مواد العزل.","backup integration tests","backup integration tests","AC-NFR-005…006"
"NFR-REL-005","Non-functional","Implemented","يجب أن تعمل أوامر scheduler بـ`withoutOverlapping` أو lock مناسب.","`routes/console.php`, commands","`routes/console.php`, commands","AC-NFR-005…006"
"NFR-REL-006","Non-functional","Planned","يجب أن توجد نسخة off-host/immutable مجربة ودوران مفاتيح وتمرين restore شهري.","GAP-003","GAP-003","AC-NFR-005…006; GAP-003"
"NFR-REL-007","Non-functional","Planned","يجب إثبات RPO ≤24 ساعة وRTO ≤4 ساعات أو اعتماد استثناء مكتوب قبل Go.","GAP-003","GAP-003","AC-NFR-005…006; GAP-003"
"NFR-SEC-001","Non-functional","Implemented","يجب أن تحمي كل صفحة مجال بالمصادقة والحساب النشط، ومعظمها بالتحقق من البريد.","route middleware + اختبارات Auth","route middleware + اختبارات Auth","AC-NFR-004; AC-NFR-006"
"NFR-SEC-002","Non-functional","Implemented","يجب أن تطبق صلاحية object-level في الخادم لكل مشروع ومهمة وملف وقالب ووظيفة وإعداد.","`app/Policies/*` واختبارات authorization","`app/Policies/*` واختبارات authorization","AC-NFR-004; AC-NFR-006"
"NFR-SEC-003","Non-functional","Implemented","يجب ألا يعتمد التحكم في الوصول على إخفاء زر في React.","Controllers/Requests/Policies","Controllers/Requests/Policies","AC-NFR-004; AC-NFR-006"
"NFR-SEC-004","Non-functional","Implemented","يجب أن يحمي Laravel طلبات التغيير بـCSRF والجلسة، وأن تكون Public API غير موجودة في v1.","middleware/routes","middleware/routes","AC-NFR-004; AC-NFR-006"
"NFR-SEC-005","Non-functional","Implemented","يجب أن تطبق رؤوس nosniff/frame deny/referrer/permissions/COOP/CORP وHSTS في production HTTPS.","`SecurityHeaders.php`, `SecurityHeadersTest.php`","`SecurityHeaders.php`, `SecurityHeadersTest.php`","AC-NFR-004; AC-NFR-006"
"NFR-SEC-006","Non-functional","Implemented","يجب أن تحد المصادقة و2FA وPasskeys والرفع والاستعادة وكلمة المرور من المعدل وفق الضوابط الحالية.","RateLimiters/routes + اختبارات الأمن","RateLimiters/routes + اختبارات الأمن","AC-NFR-004; AC-NFR-006"
"NFR-SEC-007","Non-functional","Implemented","يجب أن تتطلب التغييرات الحساسة والاستعادة تأكيد كلمة مرور حديثاً.","middleware + tests","middleware + tests","AC-NFR-004; AC-NFR-006"
"NFR-SEC-008","Non-functional","Implemented","يجب أن تكون الملفات الخاصة غير قابلة للتنفيذ أو العرض العام، ولا تنزل إلا بعد فحص clean وصلاحية.","File services/policies","File services/policies","AC-NFR-004; AC-NFR-006"
"NFR-SEC-009","Non-functional","Planned","يجب قبل الإنتاج تهيئة ماسح malware فعلي واختبار clean/detected/outage وتحديث التواقيع؛ adapter موجود لكن الدليل الخارجي غير مكتمل.","بوابة GAP-002","بوابة GAP-002","AC-NFR-004; AC-NFR-006; GAP-002"
